"species","order","family","fullCodeSuitable","fullCodeMarginal","fullCodeUnknown","briefCode"
"Sylvilagus cognatus","LAGOMORPHA","LEPORIDAE","1.4",NA,NA,"1"
"Sylvilagus cunicularius","LAGOMORPHA","LEPORIDAE","1.4,14.2,14.3,1.5,1.9,3.5,3.6,4.4,4.5,4.7,8.1",NA,NA,"1,14,3,4,8"
"Sylvilagus daulensis","LAGOMORPHA","LEPORIDAE",NA,NA,NA,NA
"Sylvilagus dicei","LAGOMORPHA","LEPORIDAE","1.9,3.7,4.7",NA,NA,"1,3,4"
"Sylvilagus floridanus","LAGOMORPHA","LEPORIDAE","1.4,14.1,14.2,14.3,1.5,16,1.7,1.8,1.9,2.2,3.4,3.6,3.7,4.5,4.6,4.7,5.7,5.8,6,8.1",NA,NA,"1,14,16,2,3,4,5,6,8"
"Sylvilagus fulvescens","LAGOMORPHA","LEPORIDAE",NA,NA,NA,NA
"Sylvilagus gabbi","LAGOMORPHA","LEPORIDAE","1.6",NA,NA,"1"
"Sylvilagus graysoni","LAGOMORPHA","LEPORIDAE","1.5,1.6,2.2,3.6",NA,NA,"1,2,3"
"Sylvilagus incitatus","LAGOMORPHA","LEPORIDAE",NA,NA,NA,NA
"Sylvilagus insonus","LAGOMORPHA","LEPORIDAE","1.4,1.5,1.9",NA,NA,"1"
"Sylvilagus nicefori","LAGOMORPHA","LEPORIDAE",NA,NA,NA,NA
"Sylvilagus nuttallii","LAGOMORPHA","LEPORIDAE","1.4,3.4",NA,NA,"1,3"
"Sylvilagus obscurus","LAGOMORPHA","LEPORIDAE","1.4,3.4","1.4,3.4",NA,"1,3,5"
"Sylvilagus palustris","LAGOMORPHA","LEPORIDAE","12.5,12.7,14.1,1.6,1.7,4.6,5.17,5.4,5.8",NA,NA,"12,14,1,4,5"
"Sylvilagus parentum","LAGOMORPHA","LEPORIDAE",NA,NA,NA,NA
"Sylvilagus robustus","LAGOMORPHA","LEPORIDAE","1.9",NA,NA,"1"
"Sylvilagus salentus","LAGOMORPHA","LEPORIDAE",NA,NA,NA,NA
"Sylvilagus sanctaemartae","LAGOMORPHA","LEPORIDAE","18",NA,NA,"18"
"Sylvilagus surdaster","LAGOMORPHA","LEPORIDAE",NA,NA,NA,NA
"Sylvilagus tapetillus","LAGOMORPHA","LEPORIDAE","4.6",NA,NA,"4"
"Sylvilagus transitionalis","LAGOMORPHA","LEPORIDAE","1.4,3.4,5.3",NA,NA,"1,3,5"
"Sylvilagus varynaensis","LAGOMORPHA","LEPORIDAE","1.5,2.2",NA,NA,"1,2"
"Ochotona alpina","LAGOMORPHA","OCHOTONIDAE","6",NA,NA,"6"
"Ochotona argentata","LAGOMORPHA","OCHOTONIDAE","6",NA,NA,"6"
"Ochotona cansus","LAGOMORPHA","OCHOTONIDAE","3.4,4.4",NA,NA,"3,4"
"Ochotona collaris","LAGOMORPHA","OCHOTONIDAE","6",NA,NA,"6"
"Ochotona coreana","LAGOMORPHA","OCHOTONIDAE","6",NA,NA,"6"
"Ochotona curzoniae","LAGOMORPHA","OCHOTONIDAE","4.4,8.3",NA,NA,"4,8"
"Ochotona dauurica","LAGOMORPHA","OCHOTONIDAE","4.4",NA,NA,"4"
"Ochotona erythrotis","LAGOMORPHA","OCHOTONIDAE","6",NA,NA,"6"
"Ochotona flatcalvariam","LAGOMORPHA","OCHOTONIDAE",NA,NA,NA,NA
"Ochotona forresti","LAGOMORPHA","OCHOTONIDAE","1.4,3.4",NA,NA,"1,3"
"Ochotona gloveri","LAGOMORPHA","OCHOTONIDAE","6",NA,NA,"6"
"Ochotona hoffmanni","LAGOMORPHA","OCHOTONIDAE","6",NA,NA,"6"
"Ochotona huanglongensis","LAGOMORPHA","OCHOTONIDAE",NA,NA,NA,NA
"Ochotona hyperborea","LAGOMORPHA","OCHOTONIDAE","1.1,1.4,3.3,6",NA,NA,"1,3,6"
"Ochotona iliensis","LAGOMORPHA","OCHOTONIDAE","6",NA,NA,"6"
"Ochotona koslowi","LAGOMORPHA","OCHOTONIDAE","4.4",NA,NA,"4"
"Ochotona ladacensis","LAGOMORPHA","OCHOTONIDAE","4.4",NA,NA,"4"
"Ochotona macrotis","LAGOMORPHA","OCHOTONIDAE","6",NA,NA,"6"
"Ochotona mantchurica","LAGOMORPHA","OCHOTONIDAE","1.1,1.4,3.3,6",NA,NA,"1,3,6"
"Ochotona nubrica","LAGOMORPHA","OCHOTONIDAE","3.4,4.4",NA,NA,"3,4"
"Ochotona opaca","LAGOMORPHA","OCHOTONIDAE","4.4,6",NA,NA,"4,6"
"Ochotona pallasii","LAGOMORPHA","OCHOTONIDAE","4.4,6",NA,NA,"4,6"
"Ochotona princeps","LAGOMORPHA","OCHOTONIDAE","6",NA,NA,"6"
"Ochotona pusilla","LAGOMORPHA","OCHOTONIDAE","3.4,4.4",NA,NA,"3,4"
"Ochotona qionglaiensis","LAGOMORPHA","OCHOTONIDAE",NA,NA,NA,NA
"Ochotona roylii","LAGOMORPHA","OCHOTONIDAE",NA,NA,NA,NA
"Ochotona rufescens","LAGOMORPHA","OCHOTONIDAE","1.4,14.1,3.4,8.1",NA,NA,"1,14,3,8"
"Ochotona rutila","LAGOMORPHA","OCHOTONIDAE","6",NA,NA,"6"
"Ochotona sacraria","LAGOMORPHA","OCHOTONIDAE",NA,NA,NA,NA
"Ochotona sikimaria","LAGOMORPHA","OCHOTONIDAE",NA,NA,NA,NA
"Ochotona syrinx","LAGOMORPHA","OCHOTONIDAE","1.4,3.4",NA,NA,"1,3"
"Ochotona thibetana","LAGOMORPHA","OCHOTONIDAE","1.4,1.9,3.4",NA,NA,"1,3"
"Ochotona thomasi","LAGOMORPHA","OCHOTONIDAE","3.4,4.7",NA,NA,"3,4"
"Ochotona turuchanensis","LAGOMORPHA","OCHOTONIDAE","6",NA,NA,"6"
"Prolagus sardus","LAGOMORPHA","PROLAGIDAE","18",NA,NA,"18"
"Ctenodactylus gundi","RODENTIA","CTENODACTYLIDAE","3.5,6",NA,NA,"3,6"
"Ctenodactylus vali","RODENTIA","CTENODACTYLIDAE","3.5,6",NA,NA,"3,6"
"Felovia vae","RODENTIA","CTENODACTYLIDAE","6",NA,"2.1,3.5","2,3,6"
"Massoutiera mzabi","RODENTIA","CTENODACTYLIDAE","6",NA,NA,"6"
"Pectinator spekei","RODENTIA","CTENODACTYLIDAE","3.5,4.5,6",NA,NA,"3,4,6"
"Laonastes aenigmamus","RODENTIA","DIATOMYIDAE","1.6,6",NA,NA,"1,6"
"Cavia aperea","RODENTIA","CAVIIDAE","2.1,2.2,4.5,6",NA,NA,"2,4,6"
"Cavia fulgida","RODENTIA","CAVIIDAE","1.6","1.6",NA,"1,4"
"Cavia intermedia","RODENTIA","CAVIIDAE","18",NA,NA,"18"
"Cavia magna","RODENTIA","CAVIIDAE","1.6,4.6",NA,NA,"1,4"
"Cavia patzelti","RODENTIA","CAVIIDAE","4.1",NA,NA,"4"
"Cavia porcellus","RODENTIA","CAVIIDAE",NA,NA,NA,NA
"Cavia tschudii","RODENTIA","CAVIIDAE","1.6,1.9,4.5,4.7,5.4",NA,NA,"1,4,5"
"Galea comes","RODENTIA","CAVIIDAE","3.4",NA,NA,"3"
"Galea flavidens","RODENTIA","CAVIIDAE","2.2,6",NA,NA,"2,6"
"Galea leucoblephara","RODENTIA","CAVIIDAE","4.4",NA,NA,"4"
"Galea musteloides","RODENTIA","CAVIIDAE","3.5,4.5",NA,NA,"3,4"
"Galea spixii","RODENTIA","CAVIIDAE","2.1,2.2,6",NA,NA,"2,6"
"Microcavia australis","RODENTIA","CAVIIDAE","1.5,2.2,8.2",NA,NA,"1,2,8"
"Microcavia jayat","RODENTIA","CAVIIDAE",NA,NA,NA,NA
"Microcavia maenas","RODENTIA","CAVIIDAE",NA,NA,NA,NA
"Microcavia niata","RODENTIA","CAVIIDAE","4.7,5.4",NA,NA,"4,5"
"Microcavia shiptoni","RODENTIA","CAVIIDAE","4.7,6",NA,NA,"4,6"
"Dolichotis patagonum","RODENTIA","CAVIIDAE","1.6,3.4,3.5,4.4",NA,NA,"1,3,4"
"Pediolagus salinicola","RODENTIA","CAVIIDAE",NA,NA,NA,NA
"Hydrochoerus hydrochaeris","RODENTIA","CAVIIDAE","1.6,2.2,5.4",NA,NA,"1,2,5"
"Hydrochoerus isthmius","RODENTIA","CAVIIDAE","1.6,5.4",NA,NA,"1,5"
"Kerodon acrobata","RODENTIA","CAVIIDAE","1.5,2.1,6",NA,NA,"1,2,6"
"Kerodon rupestris","RODENTIA","CAVIIDAE","2.1,6",NA,NA,"2,6"
"Cuniculus paca","RODENTIA","CUNICULIDAE","1.6",NA,NA,"1"
"Cuniculus taczanowskii","RODENTIA","CUNICULIDAE","1.9,5.1",NA,NA,"1,5"
"Dasyprocta azarae","RODENTIA","DASYPROCTIDAE","1.5",NA,NA,"1"
"Dasyprocta coibae","RODENTIA","DASYPROCTIDAE","1.6",NA,NA,"1"
"Dasyprocta croconota","RODENTIA","DASYPROCTIDAE","1.6",NA,NA,"1"
"Dasyprocta fuliginosa","RODENTIA","DASYPROCTIDAE","1.6,1.9",NA,NA,"1"
"Dasyprocta guamara","RODENTIA","DASYPROCTIDAE","1.6,1.7",NA,NA,"1"
"Dasyprocta iacki","RODENTIA","DASYPROCTIDAE","1.6",NA,NA,"1"
"Dasyprocta kalinowskii","RODENTIA","DASYPROCTIDAE","1.9",NA,NA,"1"
"Dasyprocta leporina","RODENTIA","DASYPROCTIDAE","1.6","1.6",NA,"14,1"
"Dasyprocta mexicana","RODENTIA","DASYPROCTIDAE","1.6",NA,NA,"1"
"Dasyprocta prymnolopha","RODENTIA","DASYPROCTIDAE","1.4,1.6,2.1",NA,NA,"1,2"
"Dasyprocta punctata","RODENTIA","DASYPROCTIDAE","14.3,14.4,16,1.6,1.9",NA,NA,"14,16,1"
"Dasyprocta ruatanica","RODENTIA","DASYPROCTIDAE","1.6",NA,NA,"1"
"Dasyprocta variegata","RODENTIA","DASYPROCTIDAE","1.6",NA,NA,"1"
